44.38995588604099;-3.7278670259597617
43.38998338455235;-3.728043137299606
43.39005950648693;-3.7284961993095993
43.39016916106531;-3.729107938299801
43.39025080415984;-3.7290160692828045
43.39044636235439;-3.7288107042609573
43.39066069768953;-3.7286193386946227
43.390836809867565;-3.728474744988963
43.39088551124248;-3.728434762470261
43.39105969558266;-3.7282947788116205
43.39126891795659;-3.7281076041971217
43.39140512892037;-3.727949599445588
43.39151095464518;-3.7277992155208723
43.39154372118301;-3.7277526305766484
43.39154598094423;-3.727748408611769
43.39161392884635;-3.7276212668677426
43.39164231919227;-3.7275672530422956
43.3916440752011;-3.7275639128536833
43.39168567961815;-3.727484888265872
43.39175324027632;-3.727390252382472
43.39166270817296;-3.72728346190056
43.39161484331204;-3.727232329773595
43.3914760264144;-3.7270656891467087
43.39144794452252;-3.727044565911268
43.391426233715634;-3.7270428057114966
43.39139966224281;-3.7270476672156256
43.39138449015897;-3.727053450729159
43.391374095760234;-3.7270607438235435
43.39111969157277;-3.727219753565327
43.39101910369956;-3.7272683702830003
43.39063988542272;-3.727440707251621
43.39039059335831;-3.7275604050269964
43.390227305492886;-3.7276573031861964
44.38995588604099;-3.7278670259597617
